Word,meanings,image_file_path,image_url
obviate,"obviate
2. To render unnecessary: to eliminate the risk of serious injury: Jack decided to
obviate


so you can see more of Mickey Bach's cartoons.","images\obviate_1760_0.jpg,images\obviate_1760_1.jpg,images\obviate_1760_2.jpg","http://www.wordinfo.info/words/images/obviate-1.jpg,http://www.wordinfo.info/words/images/obviate-2.jpg,http://www.wordinfo.info/words/images/obviate-3.jpg"
dccuit,,,
ocmar,,,
ndoriferous,,,
officious,"official
official
officious","images\officious_1764_0.jpg,images\officious_1764_1.jpg,images\officious_1764_2.jpg","http://www.wordinfo.info/words/images/officious-1.jpg,http://www.wordinfo.info/words/images/officious-2.jpg,http://www.wordinfo.info/words/images/officious-3.jpg"
ogre,,,
oligarchy,,,
omnipotent,"omnipotent
2. Relating to something which has unlimited authority or force: The power of nature that created the world must be
omnipotent
3. Referring to the almighty or infinite in power, as God: One
omnipotent
so you can see more of Mickey Bach's cartoons.",images\omnipotent_1767_0.jpg,http://www.wordinfo.info/words/images/omnipotent-1.jpg
omnipresent,"omnipresent
omnipresent
so you can see more of Mickey Bach's cartoons.",images\omnipresent_1768_0.jpg,http://www.wordinfo.info/words/images/omnipresent-1.jpg
onerous,"onerous
2. A reference to obligations that are more disadvantageous than advantageous: Hesther made an
onerous
3. Troublesome or oppressive; burdensome: When asked to mow the neighbor's lawn, Mark said it was not an
onerous
4. The figuratively heavy load imposed by something irksome or annoying: Pearson walked as if he were carrying an
onerous
5. Relating to obligations or responsibilities; especially, legal ones, that outweigh the advantages: Henry realized that he had signed an
onerous
6. In law, involving obligations that exceed advantages: The terms of the woman's will appeared to be
onerous
7. Etymology: from Old French
(h)onereus
onéreux
onerosus
onus, oner-

so you can see more of Mickey Bach's cartoons.","images\onerous_1769_0.jpg,images\onerous_1769_1.jpg","http://www.wordinfo.info/words/images/onerous-1.jpg,http://www.wordinfo.info/words/images/onerous-2.jpg"
opiate,,,
oracie,,,
osslfy,,,
aetensibic,,,
astracismn,,,
ovorwooning,,,
palpitate,"palpitate
2. To beat with excessive rapidity; to throb: Ted's heart was
palpitating
3. Etymology: borrowed from Latin
palpitatum
palpitare
palpare",,
paltry,"paltry
paltry
petty
2. Characterized as being narrow-minded; intolerant; limited: Bryan appeared to be a
petty
trivial
trivial","images\paltry_1777_0.jpg,images\paltry_1777_1.jpg,images\paltry_1777_2.jpg","http://www.wordinfo.info/words/images/paltry-1.jpg,http://www.wordinfo.info/words/images/paltry-2.jpg,http://www.wordinfo.info/words/images/paltry-3.jpg"
panegyric,"panegyric
2. Etymology: from French
panegyrique
panegurikos
pan
aguris

so you can see more of Mickey Bach's cartoons.","images\panegyric_1778_0.jpg,images\panegyric_1778_1.jpg","http://www.wordinfo.info/words/images/panegyric-1.jpg,http://www.wordinfo.info/words/images/panegyric-2.jpg"
panorma,,,
tiger,"2.
Panthera tigris,
3. A fierce, aggressive, or audacious person.",images\tiger_1780_0.jpg,http://www.wordinfo.info/words/images/hand-art-tiger.gif
parry,"parried
2. To avoid, to elude, or to circumvent a question or issue: The politician
parried
3. Etymology: from Latin
parare
so you can see more of Mickey Bach's cartoons.",images\parry_1781_0.jpg,http://www.wordinfo.info/words/images/parry-1.jpg
parsimonious,"parsimonious
2. Descriptive of being frugal and thrifty: Because the elderly couple was
parsimonious
3. Etymology: from Latin
parcimonia
parcere
ous



so you can see more of Mickey Bach's cartoons.","images\parsimonious_1782_0.jpg,images\parsimonious_1782_1.jpg,images\parsimonious_1782_2.jpg,images\parsimonious_1782_3.jpg","http://www.wordinfo.info/words/images/parsimonious-1.jpg,http://www.wordinfo.info/words/images/parsimonious-2.jpg,http://www.wordinfo.info/words/images/parsimonious-3.jpg,http://www.wordinfo.info/words/images/parsimonious-4.jpg"
pellucid,"pellucid
2. Easy to understand; clear and simple in style: Carson decided that the online dictionaries which he was using did not provide the most
pellucid
3. Permitting the passage of radiant splendor to shine through: The beautiful
pellucid",,
perambulate,"2. To inspect (an area) on foot.
3. To walk around or roaming and strolling.",,
percipient,,images\percipient_1785_0.jpg,http://www.wordinfo.info/words/images/percipient-1.jpg
peripatetic,"peripatetic
2. Etymology: from Greek
peripatetikos
peripateticus
peri-
patein
so you can see more of Mickey Bach's cartoons.",images\peripatetic_1786_0.jpg,http://www.wordinfo.info/words/images/peripatetic-1.jpg
perspicacity,"perspicacity
2. A clearness of understanding or insight and discernment:
Perspicacity
3. An acuteness of discernment or perception:Jack was very quick in grasping the central point of the lessons and was always correct in interpreting the meaning of the topics. His
perspicacity",,
petrous,"petrous
2. Something that resembles or is like stone: There are
petrous",,
phalanx,"2. A group of people, animals, or objects that are moving or standing closely together.
phalanx,
phalanx,
proximal
middle
distal",,
pied,,,
piffle,,,
pillage,,,
piquant,,,
plaintiff,"defendant
plaintiff",images\plaintiff_1794_0.jpg,http://www.wordinfo.info/words/images/plaintiff-1.jpg
platitude,"platitudes
2. A lack of originality or being insignificant: The comments that Jack, the principal of the school, made to his teachers was so full of
platitudes


so you can see more of Mickey Bach's cartoons.","images\platitude_1795_0.jpg,images\platitude_1795_1.jpg,images\platitude_1795_2.jpg","http://www.wordinfo.info/words/images/platitude-1.jpg,http://www.wordinfo.info/words/images/platitude-3.jpg,http://www.wordinfo.info/words/images/platitude-4.jpg"
plumb,"plum
plum
plumb
2. A small piece of lead, on the end of a cord or piece of string, used especially by carpenters and masons to determine a true vertical: The builders used a
plumb",,
plumme,,,
poignant,"poignant
2. Very distressing to the mind or feelings: Sally was at the point of
poignant
3. Profoundly moving; emotionally touching: Janet had a very
poignant
4. Piercing; incisive: Lindas
poignant
5. Neat, skillful, and to the point: There were some very
poignant
6. Astute and pertinent; relevant: The supervisor made some very
poignant
7. Agreeably intense or stimulating: Lynn was filled with very
poignant
8, Etymology: from Latin
pungere
poignant
poindre
poynaunt
poignant","images\poignant_1798_0.jpg,images\poignant_1798_1.jpg","http://www.wordinfo.info/words/images/poignant-1.jpg,http://www.wordinfo.info/words/images/poignant-2.jpg"
pollster,,,
ponderous,"ponderous
ponderous
ponderous
3. Relating to something that is slow and difficult to accomplish: Victoria spent many
ponderous
so you can see more of Mickey Bach's cartoons.",images\ponderous_1800_0.jpg,http://www.wordinfo.info/words/images/ponderous-1.jpg
posit,posits,,
potentate,"potentates
2. A person who dominates or leads a group or an endeavor: There are many industrial
potentates
3. Etymology: from Latin
potentatus
potens

so you can see more of Mickey Bach's cartoons.","images\potentate_1802_0.jpg,images\potentate_1802_1.jpg","http://www.wordinfo.info/words/images/potentate-1.jpg,http://www.wordinfo.info/words/images/potentate-2.jpg"
prate,prate,images\prate_1803_0.jpg,http://www.wordinfo.info/words/images/prate-1.jpg
precepts,"precept
2. Etymology: from Latin
praeceptum
praecipere
prae-
capere

so you can see more of Mickey Bach's cartoons.","images\precepts_1804_0.jpg,images\precepts_1804_1.jpg","http://www.wordinfo.info/words/images/precept-1.jpg,http://www.wordinfo.info/words/images/precept-2.jpg"
paper,2. Made of pypyrus.,,
preclude,"preclude
2. To prevent the presence, existence, or occurrence of: The judge stated that insufficiency of the evidence
precludes
precludes
preclude
so you can see more of Mickey Bach's cartoons.",images\preclude_1806_0.jpg,http://www.wordinfo.info/words/images/preclude-1.jpg
presage,"presage
2. A feeling that a particular thing, often something unpleasant, is about to happen; ill-omen: Ted wasn't sure, but he had a strong
presage",,
presumptlon,,,
preternatural,"preternatural
2. Etymology: from Latin
praeternaturalis
prae-
naturam

so you can see more of Mickey Bach's cartoons.","images\preternatural_1809_0.jpg,images\preternatural_1809_1.jpg","http://www.wordinfo.info/words/images/preternatural-1.jpg,http://www.wordinfo.info/words/images/preternatural-2.jpg"
primp,,,
probity,"probity
2. Etymology: from Latin
probitas
probus

so you can see more of Mickey Bach's cartoons.","images\probity_1811_0.jpg,images\probity_1811_1.jpg","http://www.wordinfo.info/words/images/probity-1.jpg,http://www.wordinfo.info/words/images/probity-2.jpg"
prodigious,"prodigious
2. Of momentous or ominous significance: The prophet had a
prodigious
3. Pertaining to that which is wonderful or marvelous: Shirley had a
prodigious
4. Referring to anything which is beyond what is usual in magnitude or degree: The winner of the quiz program succeeded in achieving the
prodigious
5. Extraordinary in bulk, quantity, or degree: The ocean has a
prodigious
prodigious
6. Pertaining to being bountiful, profuse, and abundant: There are
prodigious
7. Etymology: from Latin
prodigiosus
prodigium

so you can see more of Mickey Bach's cartoons.","images\prodigious_1812_0.jpg,images\prodigious_1812_1.jpg","http://www.wordinfo.info/words/images/prodigious-1.jpg,http://www.wordinfo.info/words/images/prodigious-2.jpg"
protano,,,
profligacy,,,
prolix,"prolix
2. Regarding a tendency to speak or to write at great length: It takes a lot of persistence for editors to revise and improve a
prolix
3. A reference to a person using too many words in communicating: The President of the U.S. is thought to be a
prolix
prolix
4. Etymology: from Latin
prolixus
pro-
liquere

so you can see more of Mickey Bach's cartoons.","images\prolix_1815_0.jpg,images\prolix_1815_1.jpg","http://www.wordinfo.info/words/images/prolix-1.jpg,http://www.wordinfo.info/words/images/prolix-2.jpg"
promiscuous,"promiscuous
2. Involving or including too many things or people: Roberto had a
promiscuous
3. Etymology: from Latin
pro-
miscere",,
proscribe,"prescribe
2. To indicate or to dictate regulations that are to be followed: The school principal decided to
prescribe
proscribe
2. To make something illegal or to forbid certain things: The principal said he would
proscribe
3. To publish the name of an individual who is condemned to death or whose property is forfeited to the government: The next edition of the internal newsletter at the prison will
proscribe","images\proscribe_1817_0.jpg,images\proscribe_1817_1.jpg","http://www.wordinfo.info/words/images/proscribe-1.jpg,http://www.wordinfo.info/words/images/proscribe-2.jpg"
protracted,"protract

so you can see more of Mickey Bach's cartoons.","images\protracted_1818_0.jpg,images\protracted_1818_1.jpg,images\protracted_1818_2.jpg","http://www.wordinfo.info/words/images/protract-1.jpg,http://www.wordinfo.info/words/images/protract-2.jpg,http://www.wordinfo.info/words/images/protracted-1.jpg"
pucker,,,
pugnacious,"pugnacious
pugnacious
pugnacious
3. Characterizing a person who is uncontrollable and who resorts to force or violence: Some
pugnacious

so you can see more of Mickey Bach's cartoons.","images\pugnacious_1820_0.jpg,images\pugnacious_1820_1.jpg","http://www.wordinfo.info/words/images/pugnacious-1.jpg,http://www.wordinfo.info/words/images/pugnacious-2.jpg"
puissance,"puissance
2. Power, might, or force: The
puissance
3. Etymology: from late Middle-English, ""great power, great influence""; from Old French, ""power""; from
puissant
so you can see more Mickey Bach illustrations.",images\puissance_1821_0.jpg,http://www.wordinfo.info/words/images/puissant-1.jpg
purvey,"preview
2. An introductory or preliminary message, sample, or overview; a foretaste: The magazine includes a
preview
purview
2. The full scope or compass of any document, statement, subject, book, etc.: The moral dilemmas of the early settlers are beyond the
purview
purvey",,
quadruped,"2. Belonging to, connected with, or appropriate to four-footed animals.",,
quadrupie,,,
quail,"quail
quail
quail",,
quaintness,"2. Strangeness as a consequence of being old fashioned: ""Some of her childhood stories had a charming quaintness.""",,
quandary,"quandary

so you can see more of Mickey Bach's cartoons.","images\quandary_1827_0.jpg,images\quandary_1827_1.jpg","http://www.wordinfo.info/words/images/quandary-1.jpg,http://www.wordinfo.info/words/images/quandary-2.jpg"
quarn,,,
quant,"quant
quant
quant",,
quartz,"quarts
2. British units of fluid quantities which are the same as two two British pints or 1.14 liters each: The hostess served her guests two
quarts
quartz",,
quaver,,,
queasy,,,
quay,"key
2. An aid; such as, a word that helps to resolve a situation or a game: The
key
3. A legend or explanation of markings on a map: Dora checked the
key
4. A coral reef off the southern coast of Florida: Have you ever been to the Florida
Key
key
quay",,
quintuplc,,,
quittance,,,
qulvcr,,,
quixotlc,,,
quizzical,,,
rabid,"rabbet
rabbet
rabbit
2. The pelt or fur of a hare: Maude's new cloak is made of soft
rabbit
3. A member of a track team who sets the running pace for other teammates as part of a long distance run: Martin's cousin trained to be the
rabbit
rabid

rabid
rabid",images\rabid_1839_0.jpg,http://www.wordinfo.info/words/images/rabid.jpg
ralfish,,,
rakish,,,
ramity,,,
ramshackle,,,
rncorous,,,
rpacious,,,
rucous,,,
ravenous,"ravenous
ravenous
ravenous
rapere,
ravenous
so you can see more of Mickey Bach's cartoons.",images\ravenous_1847_0.jpg,http://www.wordinfo.info/words/images/ravenous-1.jpg
recant,"recant
2. To deny believing in something or to withdraw something previously said: When confronted with new evidence, the spy
recanted
3. To make a formal retraction or disavowal of a previously held statement or belief: The senator agreed to
recant
4. Etymology: from about 1535, from Latin
recantare
re-
cantare
palinoidein
palin
oeidein

so you can see more of Mickey Bach's cartoons.","images\recant_1848_0.jpg,images\recant_1848_1.jpg","http://www.wordinfo.info/words/images/recant-1.jpg,http://www.wordinfo.info/words/images/recant-2.jpg"
recapitulate,"recapitulated
2. To repeat briefly: The speaker was told that his point was understood and that it was not necessary to
recapitulate
3. Etymology: from Latin
recapitulare
re-
capitulare
capitulum
caput
so you can see more of Mickey Bach's cartoons.",images\recapitulate_1849_0.jpg,http://www.wordinfo.info/words/images/recapitulate-1.jpg
recompense,,,
recondite,"recondite
recondite
reconditus
recondere
re-
condere
com-
dare
so you can see more of Mickey Bach's cartoons.",images\recondite_1851_0.jpg,http://www.wordinfo.info/words/images/recondite-1.jpg
recumbent,"recumbent
recumbent
2. A plant or animal part that rests or leans against something else: The
recumbent
3. Referring to a slanting or reclining posture; such as, of the Romans during their meals: The mosaics on the wall showed the
recumbent
4. Reposing; inactive; idle: The
recumbent",,
recuperate,"recuperate
2. To retrieve or to reclaim something taken or lost: After getting up from the sofa quickly, Sarah became dizzy and it took a while for her to
recuperate
recuperate
recuperatus
recuperare
recipere
re-
capere
so you can see more of Mickey Bach's cartoons.",images\recuperate_1853_0.jpg,http://www.wordinfo.info/words/images/recuperate-1.jpg
redoubtable,"redoubtable
2. Etymology: from French
redoutable
redouter



so you can see more of Mickey Bach's cartoons.","images\redoubtable_1854_0.jpg,images\redoubtable_1854_1.jpg,images\redoubtable_1854_2.jpg,images\redoubtable_1854_3.jpg","http://www.wordinfo.info/words/images/redoubtable-1.jpg,http://www.wordinfo.info/words/images/redoubtable-2.jpg,http://www.wordinfo.info/words/images/redoubtable-3.jpg,http://www.wordinfo.info/words/images/redoubtable-4.jpg"
refractory,"refractory
2. A reference to being unresponsive or resistant to medical treatment: David has a
refractory
3. Etymology: from Latin
refringere, refract
re-
frangere


so you can see more of Mickey Bach's cartoons.","images\refractory_1855_0.jpg,images\refractory_1855_1.jpg,images\refractory_1855_2.jpg","http://www.wordinfo.info/words/images/refractory-1.jpg,http://www.wordinfo.info/words/images/refractory-2.jpg,http://www.wordinfo.info/words/images/refractory-3.jpg"
refurbish,"refurbishing
2. To repair and to make improvements to something: The carpenters are
refurbishing
refurbish
re-
forbiss, forbir
so you can see more of Mickey Bach's cartoons.",images\refurbish_1856_0.jpg,http://www.wordinfo.info/words/images/refurbish-1.jpg
regression,regressions,,
relterate,,,
relegate,"delegate
2. To give authority to another individual: The president will
delegate
relegate","images\relegate_1859_0.jpg,images\relegate_1859_1.jpg,images\relegate_1859_2.jpg","http://www.wordinfo.info/words/images/relegate-1.jpg,http://www.wordinfo.info/words/images/relegate-2.jpg,http://www.wordinfo.info/words/images/relegate-3.jpg"
reminiscence,"reminiscences
2. An association or events which are remembered from previous times: When friends meet for the first time in years and talk about their younger days, they discuss the
reminiscences
3. The ability to perform a task or to look back on issues better than was possible when it was taught: As a journalist, Sam's
reminiscence",,
remiss,"remiss
remiss
remiss
3. Etymology: from Latin
remissus
remittere
re-
mittere

so you can see more of Mickey Bach's cartoons.","images\remiss_1861_0.jpg,images\remiss_1861_1.jpg","http://www.wordinfo.info/words/images/remiss-1.jpg,http://www.wordinfo.info/words/images/remiss-2.jpg"
remonstrate,,,
renaissance,"Renaissance
2. A new development of interest or activity in something: The bookstores are enjoying a new
renaissance
renaissance",,
reprisal,"reprisal
2. Etymology: from Old French
reprisaille
reprehendere
re-
prehendere",,
reprobate,"2. Morally unprincipled; shameless.
3. To disapprove of; to condemn.",,
repudiate,"repudiates
2. To refuse to accept; especially, to reject as unauthorized or as having no binding force: Jerome
repudiated
3. Etymology: from Latin
repudiare
re-
pudere

so you can see more of Mickey Bach's cartoons.","images\repudiate_1866_0.jpg,images\repudiate_1866_1.jpg","http://www.wordinfo.info/words/images/repudiate-1.jpg,http://www.wordinfo.info/words/images/repudiate-2.jpg"
resilience,"resilience
2. Elasticity; the ability of matter to snap back quickly into shape after being bent, stretched, or deformed: Even the
resilience
3. The ability of a person to recover, or to rebound, quickly from a setback: Despite Floyd's serious illness, his
resilience
4. Etymology: from Latin
resiliens, resilire
re-
salire",,
restive,"restful
restive
restless
2. Unhappy about a situation and wanting changes: The president of the university realized that the students were
restless
3. Relating to the condition of having little or no relaxation or sleep: Cassie spent a
restless","images\restive_1868_0.jpg,images\restive_1868_1.jpg","http://www.wordinfo.info/words/images/restive-1.jpg,http://www.wordinfo.info/words/images/restive-2.jpg"
resuscitation,"recitation
2. The act or process of enumerating information: When asked by the Mrs. Smart for his report, Tom gave a
recitation
resuscitation",,
reticent,"reticent
2. Etymology: from Latin
reticentia
reticere
re-
tacere


so you can see more of Mickey Bach's cartoons.","images\reticent_1870_0.jpg,images\reticent_1870_1.jpg,images\reticent_1870_2.jpg","http://www.wordinfo.info/words/images/reticent-4.jpg,http://www.wordinfo.info/words/images/reticent-6.jpg,http://www.wordinfo.info/words/images/reticent-7.jpg"
ribald,"ribald
ribald","images\ribald_1871_0.jpg,images\ribald_1871_1.jpg,images\ribald_1871_2.jpg","http://www.wordinfo.info/words/images/ribald-2.jpg,http://www.wordinfo.info/words/images/ribald-3.jpg,http://www.wordinfo.info/words/images/ribald-1.jpg"
rivut,,,
rotund,"rotund
2. Characterizing something which is spherical or round in shape: Jane put the flowers into the large
rotund
3. Descriptive of a full and rich or sonorous sound when speaking or writing; grandiloquent: The master of ceremonies had a wonderful
rotund
4. Etymology or word origin: from Latin phrase
ore rotundo

so you can see more of Mickey Bach's cartoons.","images\rotund_1873_0.jpg,images\rotund_1873_1.jpg","http://www.wordinfo.info/words/images/rotund-1.jpg,http://www.wordinfo.info/words/images/rotund-2.jpg"
rumple,,,
sacrosanct,"sacred
2. Concerning something which is important and is exclusive to one undertaking: Melissa believed that it was her
sacred
sacrosanct
sacrosanct
sacrosanct",,
sagacious,"sagacious
2. Pertaining to the ability to understand difficult ideas and situations and to make good decisions: The educational counselor gave the student
sagacious
3. Descriptive of an individual having a profound knowledge and understanding of the world combined with intelligence and good judgment: To Timmy, grandpa seemed to be such a
sagacious
4. Etymology or origin: from Latin
sagax-, sagac-


so you can see more of Mickey Bach's cartoons.","images\sagacious_1876_0.jpg,images\sagacious_1876_1.jpg,images\sagacious_1876_2.jpg","http://www.wordinfo.info/words/images/sagacious-1.jpg,http://www.wordinfo.info/words/images/sagacious-2.jpg,http://www.wordinfo.info/words/images/sagacious-3.jpg"
sally,"2. A sudden quick witticism or quick and clever remarks: Sam has a sense of humor and his jokes and
sallies",,
salubrious,"lugubrious
salubrious",images\salubrious_1878_0.jpg,http://www.wordinfo.info/words/images/salubrious-1.jpg
sanguine,"sanguine
sanguine
sanguine
sanguine

so you can see more of Mickey Bach's cartoons.
sanguine
sanguinary
sanguine
sanguine
sanguin
sanguineus
sanguineus
sanguis
sanguine
sanguine

The American Heritage Dictionary of the English Language
Houghton Mifflin Company; New York; 1996; page 1,598.","images\sanguine_1879_0.jpg,images\sanguine_1879_1.jpg","http://www.wordinfo.info/words/images/sanguine-1.jpg,http://www.wordinfo.info/words/images/sanguine-2.jpg"
scruple,"2. An uneasy feeling arising from one's conscience or principle that tends to hinder action a certain less than acceptable behavior.
3. A doubt or hesitation as to what is morally right in a certain situation.
4. A minute (tiny) part or very small amount.
5. A unit of apothecary (drug store) weight equal to about 1.3 grams, or 20 grains; or 1/3 of a dram, abbreviated as, sc. or scr.
6. Etymology: coming from the 1520's, from Old French
scrupule
scrupulus
scrupus",,
scrupulous,"scrupulous
2. Relating to a process which is exact, precise, and very careful: Richard's occupation as a bookkeeper requires a
scrupulous
3. Etymology: from Latin
scrupulus
scrupus

so you can see more of Mickey Bach's cartoons.","images\scrupulous_1881_0.jpg,images\scrupulous_1881_1.jpg","http://www.wordinfo.info/words/images/scrupulous-1.jpg,http://www.wordinfo.info/words/images/scrupulous-2.jpg"
seamy,"seamiest
2. Unpleasant or sordid, low, disagreeable: The Lime House District in London, in the time of Charles Dickens, was considered one of the
seamier
3. A reference to unpleasant and usually illegal things; such as, crime, drugs, prostitution, etc.: Ted was involved in a
seamy
4. Showing where two pieces of fabric have been joined together: The seamstress was careful to eliminate the
seamy
5. Etymology: from about 1604, in a figurative sense, ""seamy side, least pleasant, worst""; from
seam",,
sedulous,"sedulous
2. Etymology: borrowed from Latin sedulus, ""attentive, painstaking""; probably evolved from the adverb
sedulo
se dolo
se
dolo, dolus
-ous

so you can see more of Mickey Bach's cartoons.","images\sedulous_1883_0.jpg,images\sedulous_1883_1.jpg","http://www.wordinfo.info/words/images/sedulous-1.jpg,http://www.wordinfo.info/words/images/sedulous-2.jpg"
seminal,,,
sere,"sear
sear
seer
2. A person who looks for or who perceives information by using his or her eyes: John's aunt who had limited vision always traveled with a friend who acted as her
seer
sere
sere",,
shard,,,
shibboleth,,,
shiftless,,,
shrew,"2. A small nocturnal animal that resembles a mouse but is an insectivore, with velvety fur, a long pointed snout, and small eyes and ears.

4. Etymology: a ""small mammal"", Old English
screawa
scirfemus
sceorfan
A Dictionary of the English Language",,
sidereal,"2. Relating to the stars, especially measured with reference to the apparent motion of the stars.
3. Divisions of time; determined by daily motion of the stars: ""sidereal time"".",,
simper,,,
simulate,"assimilate
2. To learn something so that it is fully understood and can be used: Children need to
assimilate
assimilate
3. To cause a person or group to become part of a different society, country, etc.: Schools have been used to
assimilate
simulate
2. To have or to take on the appearance, form, or sound of: The wall surface was constructed to
simulate","images\simulate_1892_0.jpg,images\simulate_1892_1.jpg","http://www.wordinfo.info/words/images/simulate-1.jpg,http://www.wordinfo.info/words/images/simulate-2.jpg"
sinew,,,
sinuous,"sinuous
2. Relating to being full of bends and turns: The visitors saw the
sinuous
3. Conveying that which is indirect or devious.
so you can see more of Mickey Bach's cartoons.",images\sinuous_1894_0.jpg,http://www.wordinfo.info/words/images/sinuous-1.jpg
sire,"2. A form of address used to refer to a man of authority: ""When the butler spoke to the landowner, he referred to him as 'sire' as a form of respect.""",,
skiff,,,
skinflint,"skinflint
skinflint
skin
flint
so you can see more of Mickey Bach's cartoons.",images\skinflint_1897_0.jpg,http://www.wordinfo.info/words/images/skinflint-1.jpg
skittish,"Skittish
2. Nervous or worried: Some
skittish
3. Easily startled or timid and afraid: The cat is calm and friendly with people it knows, but it becomes a
skittish",,
o,,,
elake,,,
sleight,"2. The act of tricking or deceiving someone, or others, in a clever way: ""Investigative journalists exposed the company's financial sleight of hand to its investors.""
2. Trivial, superficial, and not having much importance: ""They had a slight acquaintance and so they could not say that they were friends.""",,
sobriquet,"sobriquet
2. Distinct from a pseudonym, it usually is a familiar name used in place of a real one, often becoming more familiar than the original title: ""Bill"" is a
sobriquet
sobriquet
sobriquet
sobriquet
soubriquet

so you can see more of Mickey Bach's cartoons.","images\sobriquet_1902_0.jpg,images\sobriquet_1902_1.jpg","http://www.wordinfo.info/words/images/sobriquet-2.jpg,http://www.wordinfo.info/words/images/sobriquet-3.jpg"
sodden,,,
solicitude,"solicitude
2. A cause of concern or uneasiness for another person: Fred's mother was having
solicitudes
3. Etymology: from Latin
sollicitudo
sollicitus

so you can see more of Mickey Bach's cartoons.","images\solicitude_1904_0.jpg,images\solicitude_1904_1.jpg","http://www.wordinfo.info/words/images/solicitude-1.jpg,http://www.wordinfo.info/words/images/solicitude-2.jpg"
sop,,,
soporific,"soporific
soporific","images\soporific_1906_0.jpg,images\soporific_1906_1.jpg,images\soporific_1906_2.jpg","http://www.wordinfo.info/words/images/soporific-1.jpg,http://www.wordinfo.info/words/images/soporific-2.jpg,http://www.wordinfo.info/words/images/soporific-3.jpg"
sordid,"morbid
2. Characteristic of or induced by disease: The conditions in the slum were
morbid
sordid
sordid",images\sordid_1907_0.jpg,http://www.wordinfo.info/words/images/sordid-1.jpg
sphinx,,,
squalid,,,
squeamish,"squeamish
squeamish
squeamish
3. Descriptive of someone who is easily shocked, disturbed, or disgusted: Some movies are just too unacceptable for
squeamish
4. Pertaining to a person who is afraid to deal with or to do things which might hurt or offend people: Journalists should not be
squeamish
5. Characteristic of an individual who is easily offended or shocked by such things as violence, the mention of bodily functions, or strong language: Some talk-show hosts on the radio and TV programs upset members of their
squeamish
6. Etymology: from
squoymous
escoymous
so you can see more of Mickey Bach's cartoons.",images\squeamish_1910_0.jpg,http://www.wordinfo.info/words/images/squeamish-1.jpg
stentorian,"stentorian
stentorian
3. Etymology: from Ancient Greek
Stentor
Iliad
þunor


so you can see more of Mickey Bach's cartoons.","images\stentorian_1911_0.jpg,images\stentorian_1911_1.jpg,images\stentorian_1911_2.jpg","http://www.wordinfo.info/words/images/stentorian-1.jpg,http://www.wordinfo.info/words/images/stentorian-2.jpg,http://www.wordinfo.info/words/images/stentorian-3.jpg"
sterling,,,
stickler,,,
stipulate,,,
stodgy,,,
stoical,,,
stolid,"2. Uninterrupted: ""The speeches went on for two solid hours without a break.""
3. Prudent, serious in purpose and character: ""He had a solid reputation for good judgment in financial matters.""","images\stolid_1917_0.jpg,images\stolid_1917_1.jpg","http://www.wordinfo.info/words/images/stolid-1.jpg,http://www.wordinfo.info/words/images/stolid-2.jpg"
striated,,,
stricture,"strictures
2. An unusual tightening or contraction of a bodily passageway; the narrowed section: Steven couldn't breath very easily and went to the doctor who told him that he had a
stricture
3. Something that limits what you can do; constraint; hinderance: Jack's monetary
strictures
4. Etymology: from Latin
strictura
stringere

so you can see more of Mickey Bach's cartoons.","images\stricture_1919_0.jpg,images\stricture_1919_1.jpg","http://www.wordinfo.info/words/images/stricture-1.jpg,http://www.wordinfo.info/words/images/stricture-2.jpg"
stupefy,"2. To stun, as with a narcotic, a shock, or a strong emotion.
3. To overwhelm with amazement; to astound; to astonish.",,
stupendous,2. Amazingly large or great; immense.,,
subom,,,
subpoona,,,
succinct,"concise
succinct",images\succinct_1924_0.jpg,http://www.wordinfo.info/words/images/succinct-1.jpg
succor,"succor
succor
succor
succors

so you can see more of Mickey Bach's cartoons.","images\succor_1925_0.jpg,images\succor_1925_1.jpg","http://www.wordinfo.info/words/images/succor-1.jpg,http://www.wordinfo.info/words/images/succor-2.jpg"
sumptuous,"sumptuous
2. Descriptive of something that is very expensive, rich, or impressive: Bob and his wife went to a
sumptuous
sumptuous
3. Etymology: from Latin
sumptus
so you can see more of Mickey Bach's cartoons.","images\sumptuous_1926_0.jpg,images\sumptuous_1926_1.jpg","http://www.wordinfo.info/words/images/sumptuous-1.jpg,http://www.wordinfo.info/words/images/sumptuous-2.jpg"
sudernal,,,
supurnumerar,,,
sudanane,,,
supine,"supine
2. A reference to the palm of the hand turned upward: While visiting her sister in the big city, Janet saw a beggar on the sidewalk with an open and
supine
3. Descriptive of a person's behavior as being inactive, passive, or inert; especially, from indolence or blameworthy indifference: Mark's mother was becoming very upset with his negligent and
supine
4. Etymology: from Latin
supinus
so you can see more of Mickey Bach's cartoons.",images\supine_1930_0.jpg,http://www.wordinfo.info/words/images/supine-1.jpg
suppliant,"suppliant
2. Etymology: from Latin
supplicare
so you can see more of Mickey Bach's cartoons.",images\suppliant_1931_0.jpg,http://www.wordinfo.info/words/images/suppliant-1.jpg
supplicate,"supplicate
supplicate
so you can see more of Mickey Bach's cartoons.",images\supplicate_1932_0.jpg,http://www.wordinfo.info/words/images/supplicate-2.jpg
surcease,"surcease
2. A relief or a consolation: The doctor prescribed drugs that were supposed to be a
surcease
so you can see more of Mickey Bach's cartoons.",images\surcease_1933_0.jpg,http://www.wordinfo.info/words/images/surcease-1.jpg
